TournamentID,Name,StartDate,EndDate,IsOver,IsInProgress,Canceled,Covered,Format,SportRadarTournamentID,Venue,Location,Par,Yards,City,State,Country,TimeZone,Purse,StartDateTime,ZipCode
112,Sony Open in Hawaii,2017-01-12T00:00:00,2017-01-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Waialae CC,"Honolulu, HI",70,7044,Honolulu,HI,USA,Pacific/Honolulu,6000000,2017-01-12T00:00:00,NA
160,SBS Tournament of Champions,2017-01-05T00:00:00,2017-01-08T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Plantation Course at Kapalua,"Kapalua, Maui, HI",73,7452,"Kapalua, Maui",HI,USA,Pacific/Honolulu,6100000,2017-01-05T00:00:00,NA
203,Franklin Templeton Shootout,2016-12-08T00:00:00,2016-12-10T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Tiburon GC,"Naples, FL",NA,NA,Naples,FL,USA,America/New York,3100000,NA,NA
110,Hero World Challenge,2016-12-01T00:00:00,2016-12-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Albany,"New Providence, Bah",72,7302,New Providence,NA,BAH,America/Nassau,3500000,2016-12-01T00:00:00,NA
202,ISPS HANDA World Cup of Golf,2016-11-24T00:00:00,2016-11-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Kingston Heath Golf Club,"Melbourne, Aus",NA,NA,Melbourne,NA,AUS,Australia/Hobart,8000000,NA,NA
109,The RSM Classic,2016-11-17T00:00:00,2016-11-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Sea Island Resort (Seaside),"Sea Island, GA",72,7058,Sea Island,GA,USA,America/New York,6000000,2016-11-17T00:00:00,NA
108,OHL Classic at Mayakoba,2016-11-10T00:00:00,2016-11-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,El Camaleon GC,"Playa del Carmen, Mex",71,6987,Playa del Carmen,NA,Mex,America/Cancun,7000010,2016-11-10T00:00:00,NA
107,Shriners Hospitals for Children Open,2016-11-03T00:00:00,2016-11-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Summerlin,"Las Vegas, NV",71,7255,Las Vegas,NV,USA,America/Los Angeles,6600000,2016-11-03T00:00:00,NA
105,Sanderson Farms Championship,2016-10-27T00:00:00,2016-10-30T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,CC of Jackson,"Jackson, MS",72,7421,Jackson,MS,USA,America/Chicago,4200000,2016-10-27T00:00:00,NA
106,World Golf Championships-HSBC Champions,2016-10-27T00:00:00,2016-10-30T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Sheshan International GC,"Shanghai, Chn",72,7261,Shanghai,NA,CHN,Asia/Shanghai,9500000,2016-10-26T00:00:00,NA
104,CIMB Classic,2016-10-20T00:00:00,2016-10-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Kuala Lumpur,"Kuala Lumpur, Mas",72,7005,Kuala Lumpur,NA,MAS,Asia/Kuala Lumpur,7000000,2016-10-20T00:00:00,NA
103,Safeway Open,2016-10-13T00:00:00,2016-10-16T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Silverado Resort and Spa North,"Napa, CA",72,7203,Napa,CA,USA,America/Los Angeles,6000000,2016-10-13T00:00:00,NA
96,Ryder Cup,2016-09-30T00:00:00,2016-10-02T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Hazeltine National Golf Club,"Chaska, MN",72,7674,NA,NA,NA,NA,NA,NA,NA
95,TOUR Championship,2016-09-22T00:00:00,2016-09-25T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,East Lake GC,"Atlanta, GA",70,7385,NA,NA,NA,NA,8500000,2016-09-22T00:00:00,NA
94,BMW Championship,2016-09-08T00:00:00,2016-09-11T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Crooked Stick GC,"Carmel, IN",72,7567,NA,NA,NA,NA,8500000,2016-09-08T00:00:00,NA
93,Deutsche Bank Championship,2016-09-02T00:00:00,2016-09-05T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,TPC Boston,"Norton, MA",71,7297,NA,NA,NA,NA,8500000,2016-09-02T00:00:00,NA
92,The Barclays,2016-08-25T00:00:00,2016-08-28T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Bethpage State Park (Black),"Farmingdale, NY",71,7468,NA,NA,NA,NA,8500000,2016-08-25T00:00:00,NA
91,Wyndham Championship,2016-08-18T00:00:00,2016-08-21T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Sedgefield CC,"Greensboro, NC",70,7127,NA,NA,NA,NA,5600000,2016-08-18T00:00:00,NA
90,John Deere Classic,2016-08-11T00:00:00,2016-08-14T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,TPC Deere Run,"Silvis, IL",71,7268,NA,NA,NA,NA,4800000,2016-08-11T00:00:00,NA
89,Travelers Championship,2016-08-04T00:00:00,2016-08-07T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,TPC River Highlands,"Cromwell, CT",70,6841,NA,NA,NA,NA,6600000,2016-08-04T00:00:00,NA
88,PGA Championship,2016-07-28T00:00:00,2016-07-31T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Baltusrol GC,"Springfield, NJ",70,7428,NA,NA,NA,NA,10000000,2016-07-28T00:00:00,NA
87,RBC Canadian Open,2016-07-21T00:00:00,2016-07-24T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Glen Abbey GC,"Oakville,Ontario, Canada",72,7253,NA,NA,NA,NA,5900000,2016-07-21T00:00:00,NA
86,Barbasol Championship,2016-07-14T00:00:00,2016-07-17T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,RTJ Trail (Grand National),"Auburn, AL",71,7302,NA,NA,NA,NA,3500000,2016-07-14T08:20:00,NA
102,The Open,2016-07-14T00:00:00,2016-07-17T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Royal Troon GC,"Ayrshire, Scotland",71,7190,NA,NA,NA,NA,9300000,2016-07-14T01:35:00,NA
85,The Greenbrier Classic - CANCELED,2016-07-07T00:00:00,2016-07-10T00:00:00,TRUE,FALSE,TRUE,FALSE,NA,,The Greenbrier,"White Sulphur Springs, WV",70,7287,NA,NA,NA,NA,6900000,NA,NA
101,World Golf Championships-Bridgestone Invitational,2016-06-30T00:00:00,2016-07-03T00:00:00,TRUE,FALSE,FALSE,TRUE,NA,,Firestone CC (South),"Akron, OH",70,7400,NA,NA,NA,NA,9500000,2016-06-30T10:00:00,NA
