player,win_prob,top_10_prob,top_25_prob,made_cut_prob,tournament,pos,predicted_pos,sg,predicted_sg
Russell Henley,0.002,0.063,0.214,0.656,Northern Trust Open,56,62,0.2748844634703339,0.8159313477679802
Carlos Ortiz,0.0015,0.0645,0.1905,0.6155,Northern Trust Open,47,63,0.38895216599884047,0.7252523268270133
Harry Higgs,0.0015,0.0225,0.0685,0.415,Northern Trust Open,16,64,0.9592906786413732,0.1655605272189667
Sepp Straka,0.0015,0.026,0.077,0.4435,Northern Trust Open,NA,65,-0.5235894542292121,0.2788318439858394
Tyler McCumber,0.0015,0.023,0.0875,0.402,Northern Trust Open,NA,66,-0.2954540491721989,0.1535238629587282
Andrew Putnam,0.001,0.02,0.089,0.4725,Northern Trust Open,56,67,0.2748844634703339,0.362718175516378
Brandon Hagy,0.001,0.021,0.0975,0.5075,Northern Trust Open,NA,68,-1.4361310744572646,0.3721512748360343
Brooks Koepka,0.001,0.0525,0.16,0.5655,Northern Trust Open,31,69,0.6170875710558535,0.6087840759258065
Doug Ghim,0.001,0.062,0.2005,0.6195,Northern Trust Open,31,70,0.6170875710558535,0.7130489361865217
Emiliano Grillo,0.001,0.094,0.29,0.7665,Northern Trust Open,NA,71,-0.2954540491721989,0.9860195842844088
Erik van Rooyen,0.001,0.0235,0.1025,0.5055,Northern Trust Open,7,72,1.301493786226893,0.4268861856218942
Hank Lebioda,0.001,0.042,0.137,0.5475,Northern Trust Open,NA,73,-0.9798602643432384,0.5208569746337945
Henrik Norlander,0.001,0.022,0.0985,0.495,Northern Trust Open,NA,74,-0.9798602643432384,0.43650138689126916
James Hahn,0.001,0.0375,0.15,0.5675,Northern Trust Open,71,NA,-0.2954540491721989,0.5727511987445045
Luke List,0.001,0.0245,0.1025,0.5475,Northern Trust Open,70,NA,-0.18138634664369235,0.46518656723202384
Matt Jones,0.001,0.0665,0.2255,0.6835,Northern Trust Open,NA,NA,-1.8924018845712909,0.8408929765457649
Phil Mickelson,0.001,0.02,0.095,0.4665,Northern Trust Open,NA,NA,-0.9798602643432384,0.3583050053123582
Roger Sloan,0.001,0.0365,0.137,0.582,Northern Trust Open,NA,NA,-2.348672694685317,0.5679669731119366
Sam Ryder,0.001,0.035,0.1235,0.519,Northern Trust Open,NA,NA,-0.2954540491721989,0.49206820766766257
Sungjae Im,0.001,0.051,0.1495,0.602,Northern Trust Open,16,NA,0.9592906786413732,0.6516800696502036
Tom Hoge,0.001,0.0325,0.122,0.5485,Northern Trust Open,4,NA,1.4155614887553996,0.5192130688235227
Wyndham Clark,0.001,0.05,0.133,0.5485,Northern Trust Open,NA,NA,-1.6642664795142776,0.492827505482645
Adam Long,5e-4,0.0205,0.0745,0.4395,Northern Trust Open,NA,NA,-0.5235894542292121,0.2302605078655421
Alexander Noren,5e-4,0.0485,0.177,0.6225,Northern Trust Open,4,NA,1.4155614887553996,0.70142394891725
Anirban Lahiri,5e-4,0.0445,0.149,0.5655,Northern Trust Open,56,NA,0.2748844634703339,0.570829872564227
Cameron Champ,5e-4,0.0085,0.037,0.258,Northern Trust Open,27,NA,0.7311552735843602,-0.2697388551574465
Chesson Hadley,5e-4,0.0195,0.093,0.4885,Northern Trust Open,NA,NA,-0.5235894542292121,0.36023965652016465
Harold Varner III,5e-4,0.0405,0.1595,0.6255,Northern Trust Open,11,NA,1.07335838116988,0.6543466645643798
Joel Dahmen,5e-4,0.046,0.1515,0.5385,Northern Trust Open,31,NA,0.6170875710558535,0.5281413140831231
Keegan Bradley,5e-4,0.0255,0.131,0.6165,Northern Trust Open,11,NA,1.07335838116988,0.6255215416487484
Kramer Hickok,5e-4,0.0205,0.084,0.4655,Northern Trust Open,56,NA,0.2748844634703339,0.3453816108990512
Kyle Stanley,5e-4,0.0245,0.136,0.61,Northern Trust Open,NA,NA,-0.2954540491721989,0.6564968092687382
Lanto Griffin,5e-4,0.0185,0.089,0.5385,Northern Trust Open,64,NA,0.16081676094182734,0.4445104932549182
Martin Laird,5e-4,0.0195,0.088,0.525,Northern Trust Open,NA,NA,-0.2954540491721989,0.4365975986036406
Matthew NeSmith,5e-4,0.036,0.146,0.6115,Northern Trust Open,NA,NA,-0.7517248592862252,0.6032254244701131
Peter Malnati,5e-4,0.0095,0.064,0.45,Northern Trust Open,47,NA,0.38895216599884047,0.31182248276285307
Richy Werenski,5e-4,0.021,0.0915,0.4995,Northern Trust Open,NA,NA,-1.4361310744572646,0.3792984982586371
Russell Knox,5e-4,0.016,0.1095,0.569,Northern Trust Open,NA,NA,-0.2954540491721989,0.5580659448224302
Sebastian Munoz,5e-4,0.0255,0.089,0.484,Northern Trust Open,21,NA,0.8452229761128667,0.39048478502512746
Adam Hadwin,0,0.03,0.128,0.5635,Northern Trust Open,NA,NA,-0.9798602643432384,0.5422939278330887
Adam Schenk,0,0.0065,0.036,0.442,Northern Trust Open,31,NA,0.6170875710558535,0.17609055289880562
Brandt Snedeker,0,0.015,0.0605,0.4385,Northern Trust Open,47,NA,0.38895216599884047,0.2977259237572194
Brian Gay,0,0.0035,0.024,0.2525,Northern Trust Open,NA,NA,-0.9798602643432384,-0.21704149180874585
Brian Stuard,0,0.008,0.06,0.4595,Northern Trust Open,NA,NA,-0.9798602643432384,0.30082883951412887
Brice Garnett,0,0.0235,0.0985,0.5075,Northern Trust Open,NA,NA,-0.5235894542292121,0.4176878635967457
Bubba Watson,0,0.0115,0.0655,0.392,Northern Trust Open,NA,NA,-0.5235894542292121,0.19947545756145
C.T. Pan,0,0.017,0.091,0.4865,Northern Trust Open,NA,NA,-0.9798602643432384,0.3986799524202024
Chez Reavie,0,0.0065,0.043,0.4045,Northern Trust Open,31,NA,0.6170875710558535,0.17785730635567693
Denny McCarthy,0,0.012,0.0935,0.5505,Northern Trust Open,71,NA,-0.2954540491721989,0.4708220836406764
Dylan Frittelli,0,0,0.015,0.2635,Northern Trust Open,56,NA,0.2748844634703339,-0.1540701512361225
Hideki Matsuyama,0,0.0715,0.2325,0.7315,Northern Trust Open,43,NA,0.503019868527347,0.9062321947822292
Hudson Swafford,0,0.0215,0.1005,0.515,Northern Trust Open,11,NA,1.07335838116988,0.4439193883255753
J.T. Poston,0,0.0075,0.053,0.394,Northern Trust Open,NA,NA,-2.8049435047993434,0.19495946947237508
Jason Day,0,0.041,0.145,0.5495,Northern Trust Open,NA,NA,-1.2079956694002514,0.5848248248359
Lucas Glover,0,0.0335,0.1585,0.6535,Northern Trust Open,NA,NA,-0.5235894542292121,0.6987204726094018
Matt Kuchar,0,0.0095,0.075,0.5565,Northern Trust Open,NA,NA,-1.8924018845712909,0.44227351385894426
Pat Perez,0,0.0165,0.107,0.5825,Northern Trust Open,16,NA,0.9592906786413732,0.5409411707845091
Robert Streb,0,0.012,0.086,0.479,Northern Trust Open,16,NA,0.9592906786413732,0.3087865168465677
Scott Piercy,0,0.0215,0.0885,0.505,Northern Trust Open,64,NA,0.16081676094182734,0.39739989678859816
Troy Merritt,0,0.03,0.1035,0.498,Northern Trust Open,NA,NA,-0.9798602643432384,0.4409479567142681
Zach Johnson,0,0.0225,0.124,0.5965,Northern Trust Open,47,NA,0.38895216599884047,0.5811115236222112
Jon Rahm,0.2905,0.651,0.8005,0.9175,Fortinet Championship,NA,1,-0.12852201199732333,2.0329670972927
Charley Hoffman,0.043,0.297,0.4915,0.7405,Fortinet Championship,22,2,0.9241344672188432,1.1606074786104963
David Lipsky,0.0375,0.2735,0.482,0.733,Fortinet Championship,22,3,0.9241344672188432,1.0464031162624627
Max Homa,0.0315,0.255,0.4485,0.6755,Fortinet Championship,1,4,2.1083730063370303,1.037391772862
DawieÊvanÊderÊWalt,0.0295,0.153,0.3065,0.5775,Fortinet Championship,NA,5,0.9241344672188432,0.6447319882387741
Will Zalatoris,0.0295,0.3635,0.6195,0.8485,Fortinet Championship,11,6,1.1872985870228847,1.296221439613618
Webb Simpson,0.0285,0.29,0.5255,0.801,Fortinet Championship,30,7,0.6609703474148014,1.1503664497594563
Si Woo Kim,0.0255,0.191,0.35,0.591,Fortinet Championship,11,8,1.1872985870228847,0.7744619791624259
Cameron Tringale,0.02,0.2455,0.471,0.746,Fortinet Championship,22,9,0.9241344672188432,1.0443883655049793
Brandon Wu,0.0195,0.111,0.215,0.4365,Fortinet Championship,NA,10,-0.918014371409448,0.2696421409194056
TaylorÊPendrith,0.0185,0.1405,0.3035,0.5965,Fortinet Championship,NA,11,0.5293882875127807,0.6474244937720067
GreysonÊSigg,0.018,0.1165,0.2375,0.487,Fortinet Championship,NA,12,0.6609703474148014,0.42583815482491244
Patton Kizzire,0.018,0.212,0.4155,0.6745,Fortinet Championship,28,13,0.7925524073168222,0.9451068170458785
Justin Suh,0.0175,0.152,0.3135,0.596,Fortinet Championship,58,14,0.00306004790469746,0.66722943598685
Doc Redman,0.0165,0.145,0.3055,0.6125,Fortinet Championship,NA,15,0.13464210780671826,0.6879053119838393
NickÊHardy,0.0155,0.1975,0.405,0.728,Fortinet Championship,NA,16,0.5293882875127807,0.8758756876943289
Vincent Whaley,0.0155,0.1425,0.3115,0.608,Fortinet Championship,NA,17,-0.3916861318013649,0.6811562308633597
Talor Gooch,0.0145,0.178,0.3715,0.6665,Fortinet Championship,4,18,1.582044766728947,0.8237905170016566
MitoÊPereira,0.014,0.0665,0.1505,0.362,Fortinet Championship,NA,19,1.7136268266309678,-7.170165994150178e-4
Maverick McNealy,0.0135,0.1715,0.3665,0.6575,Fortinet Championship,2,20,1.9767909464350093,0.8370282848465311
Emiliano Grillo,0.013,0.219,0.4755,0.776,Fortinet Championship,NA,21,-0.3916861318013649,1.0148806749946109
Brendon Todd,0.012,0.1265,0.29,0.563,Fortinet Championship,22,22,0.9241344672188432,0.6254156592756565
Brendan Steele,0.0115,0.147,0.335,0.653,Fortinet Championship,42,23,0.39780622761075984,0.791268094456079
Doug Ghim,0.0115,0.158,0.3245,0.6185,Fortinet Championship,NA,24,-0.3916861318013649,0.7352845052845675
Hank Lebioda,0.0095,0.1095,0.255,0.5545,Fortinet Championship,NA,25,-0.12852201199732333,0.5467514630404275
Kevin Na,0.0095,0.083,0.234,0.5155,Fortinet Championship,NA,26,-0.918014371409448,0.4990089095317
James Hahn,0.008,0.1005,0.2485,0.5635,Fortinet Championship,NA,27,0.13464210780671826,0.5725236701190276
Nate Lashley,0.008,0.0915,0.199,0.456,Fortinet Championship,16,28,1.0557165271208635,0.3728006342421328
Ryan Armour,0.0075,0.097,0.2405,0.5265,Fortinet Championship,51,29,0.13464210780671826,0.5229104537190676
Adam Svensson,0.007,0.076,0.181,0.4375,Fortinet Championship,51,30,0.13464210780671826,0.24831110751425226
Marc Leishman,0.007,0.1265,0.294,0.562,Fortinet Championship,4,31,1.582044766728947,0.6513272429699022
Roger Sloan,0.0065,0.0895,0.259,0.587,Fortinet Championship,NA,32,-0.12852201199732333,0.5846632785144691
Danny Willett,0.006,0.091,0.2345,0.5155,Fortinet Championship,NA,33,0.13464210780671826,0.4926922273610851
Harry Higgs,0.006,0.054,0.1425,0.383,Fortinet Championship,NA,34,-0.12852201199732333,0.12746178406066094
Joseph Bramlett,0.0055,0.1155,0.2905,0.6215,Fortinet Championship,42,35,0.39780622761075984,0.6444668352311463
Sahith Theegala,0.0055,0.0665,0.1715,0.4195,Fortinet Championship,47,36,0.2662241677087391,0.22018111331259407
Seth Reeves,0.0055,0.038,0.0745,0.204,Fortinet Championship,NA,37,-0.6548502516054066,-0.5145839149194282
Wyndham Clark,0.0055,0.093,0.235,0.5305,Fortinet Championship,30,38,0.6609703474148014,0.49462566338307257
Ben Martin,0.005,0.0755,0.2195,0.5095,Fortinet Championship,NA,39,-0.3916861318013649,0.43928583907075
Sam Ryder,0.005,0.0935,0.2375,0.5295,Fortinet Championship,58,40,0.00306004790469746,0.5216830296121235
Troy Merritt,0.005,0.078,0.214,0.498,Fortinet Championship,16,41,1.0557165271208635,0.43822987346608017
John Augenstein,0.0045,0.048,0.1185,0.302,Fortinet Championship,6,42,1.3188806469249057,-0.17921045313759226
Stephan Jaeger,0.0045,0.0765,0.2245,0.522,Fortinet Championship,NA,43,-0.6548502516054066,0.45915774586482805
Tyler McCumber,0.0045,0.055,0.1555,0.379,Fortinet Championship,NA,44,-1.1811784912134895,0.1312919454875496
Harold Varner III,0.004,0.1,0.285,0.593,Fortinet Championship,16,45,1.0557165271208635,0.644544649776626
Hideki Matsuyama,0.004,0.1525,0.4065,0.746,Fortinet Championship,6,46,1.3188806469249057,0.901129237251715
Michael Gligic,0.004,0.0515,0.139,0.346,Fortinet Championship,66,47,-0.26010407189934415,0.06980830715928617
Phil Mickelson,0.004,0.0675,0.202,0.4895,Fortinet Championship,36,48,0.5293882875127807,0.3765692429975
Tom Hoge,0.004,0.0725,0.235,0.5725,Fortinet Championship,36,49,0.5293882875127807,0.5187241914460186
Chase Seiffert,0.0035,0.0955,0.267,0.587,Fortinet Championship,51,50,0.13464210780671826,0.61638606330695
DavisÊRiley,0.0035,0.0315,0.1235,0.384,Fortinet Championship,NA,51,0.13464210780671826,0.09799481044245449
Lucas Herbert,0.0035,0.067,0.1655,0.4525,Fortinet Championship,NA,52,-0.12852201199732333,0.2640954849691583
Luke List,0.0035,0.0675,0.2155,0.5365,Fortinet Championship,51,53,0.13464210780671826,0.47713181851095826
Andrew Putnam,0.003,0.059,0.1915,0.474,Fortinet Championship,30,54,0.6609703474148014,0.3509831965458305
Brandt Snedeker,0.003,0.033,0.1605,0.447,Fortinet Championship,NA,55,0.13464210780671826,0.2714469964056833
Chesson Hadley,0.003,0.059,0.1945,0.482,Fortinet Championship,NA,56,-1.1811784912134895,0.3595069419649066
Kyle Stanley,0.003,0.094,0.279,0.623,Fortinet Championship,NA,57,0.13464210780671826,0.6735727866490423
Michael Thompson,0.003,0.091,0.258,0.5635,Fortinet Championship,69,58,-0.3916861318013649,0.5858965844479935
Pat Perez,0.003,0.0665,0.234,0.5875,Fortinet Championship,NA,59,-0.918014371409448,0.5478690593726333
Scott Stallings,0.003,0.108,0.2825,0.6035,Fortinet Championship,6,NA,1.3188806469249057,0.6304521311126992
Sebastian Munoz,0.003,0.0605,0.192,0.482,Fortinet Championship,NA,NA,-3.549655569449864,0.3760208505355673
Brandon Hagy,0.0025,0.059,0.188,0.4695,Fortinet Championship,NA,NA,-0.918014371409448,0.39350709691418834
Lanto Griffin,0.0025,0.049,0.1805,0.543,Fortinet Championship,66,NA,-0.26010407189934415,0.4263480003947621
Scott Piercy,0.0025,0.0635,0.192,0.4725,Fortinet Championship,11,NA,1.1872985870228847,0.38367924791588076
Sepp Straka,0.0025,0.0465,0.1555,0.445,Fortinet Championship,NA,NA,-2.233834970429656,0.24470710261360165
Adam Hadwin,0.002,0.075,0.248,0.5855,Fortinet Championship,NA,NA,-0.12852201199732333,0.5350391483671477
Adam Long,0.002,0.043,0.1365,0.398,Fortinet Championship,NA,NA,0.13464210780671826,0.17926087666846882
Cameron Champ,0.002,0.0285,0.0775,0.2485,Fortinet Championship,NA,NA,-0.3916861318013649,-0.3270708682905
Kramer Hickok,0.002,0.053,0.18,0.465,Fortinet Championship,NA,NA,-1.4443426110175313,0.3516945152244091
Matthew NeSmith,0.002,0.087,0.2595,0.59,Fortinet Championship,51,NA,0.13464210780671826,0.6077930059983319
Russell Knox,0.002,0.0705,0.219,0.5825,Fortinet Championship,58,NA,0.00306004790469746,0.5610184198040492
Trey Mullinax,0.002,0.0285,0.093,0.2575,Fortinet Championship,NA,NA,0.13464210780671826,-0.2786149244728539
C.T. Pan,0.0015,0.058,0.183,0.4955,Fortinet Championship,6,NA,1.3188806469249057,0.392145253022
Charles Howell III,0.0015,0.041,0.1795,0.5435,Fortinet Championship,NA,NA,0.13464210780671826,0.43285067172289443
Chris Stroud,0.0015,0.0505,0.1375,0.374,Fortinet Championship,NA,NA,-1.1811784912134895,0.0804536031255
Jim Herman,0.0015,0.048,0.143,0.3795,Fortinet Championship,42,NA,0.39780622761075984,0.11590377092631349
Jonas Blixt,0.0015,0.058,0.1565,0.417,Fortinet Championship,NA,NA,-0.918014371409448,0.2110398881892943
Andrew Landry,0.001,0.036,0.133,0.383,Fortinet Championship,NA,NA,-3.0233273298417807,0.1414927184836717
Bo Van Pelt,0.001,0.0325,0.134,0.419,Fortinet Championship,NA,NA,0.13464210780671826,0.1821652047569966
Brice Garnett,0.001,0.0485,0.1665,0.474,Fortinet Championship,NA,NA,-0.6548502516054066,0.40725305980944665
Bronson Burgoon,0.001,0.0475,0.1665,0.474,Fortinet Championship,16,NA,1.0557165271208635,0.3220960579423132
Danny Lee,0.001,0.022,0.1065,0.3505,Fortinet Championship,NA,NA,-1.1811784912134895,0.0694428296305
Hudson Swafford,0.001,0.07,0.215,0.507,Fortinet Championship,NA,NA,-1.1811784912134895,0.44493994887116867
Jim Knous,0.001,0.024,0.073,0.2345,Fortinet Championship,11,NA,1.1872985870228847,-0.2245611269817
John Huh,0.001,0.0945,0.2775,0.635,Fortinet Championship,NA,NA,-0.3916861318013649,0.6630062412950604
Kevin Chappell,0.001,0.0415,0.127,0.4065,Fortinet Championship,NA,NA,-1.9706708506256143,0.18463542847655842
Nick Taylor,0.001,0.032,0.138,0.4705,Fortinet Championship,64,NA,-0.12852201199732333,0.33375174754432085
Ted Potter Jr.,0.001,0.0175,0.087,0.2675,Fortinet Championship,NA,NA,-3.549655569449864,-0.15572287373056
Adam Schenk,5e-4,0.017,0.0895,0.3965,Fortinet Championship,51,NA,0.13464210780671826,0.15138809427438765
Bo Hoag,5e-4,0.045,0.17,0.5085,Fortinet Championship,NA,NA,-0.12852201199732333,0.37382037935155
Brian Stuard,5e-4,0.027,0.129,0.4645,Fortinet Championship,NA,NA,-0.6548502516054066,0.2789436940486149
Cameron Percy,5e-4,0.0245,0.1155,0.418,Fortinet Championship,64,NA,-0.12852201199732333,0.2101800848041
Chez Reavie,5e-4,0.022,0.1015,0.3855,Fortinet Championship,28,NA,0.7925524073168222,0.14532031241453675
David Hearn,5e-4,0.016,0.0865,0.3605,Fortinet Championship,NA,NA,-0.918014371409448,0.0547226203589
Denny McCarthy,5e-4,0.0505,0.1885,0.543,Fortinet Championship,NA,NA,-0.918014371409448,0.4502821511619925
Dylan Frittelli,5e-4,0.008,0.0465,0.238,Fortinet Championship,NA,NA,-2.4969990902336976,-0.22662679086967724
J.B. Holmes,5e-4,0.0045,0.0265,0.1615,Fortinet Championship,NA,NA,0.13464210780671826,-0.4274532995905
J.J. Spaun,5e-4,0.015,0.0745,0.2765,Fortinet Championship,NA,NA,0.13464210780671826,-0.11639838145299822
J.T. Poston,5e-4,0.0345,0.121,0.419,Fortinet Championship,NA,NA,-1.1811784912134895,0.1516517650520636
Matt Kuchar,5e-4,0.042,0.162,0.5295,Fortinet Championship,36,NA,0.5293882875127807,0.40556554301239145
Patrick Rodgers,5e-4,0.038,0.1515,0.449,Fortinet Championship,6,NA,1.3188806469249057,0.2705257005644434
Peter Malnati,5e-4,0.0385,0.135,0.457,Fortinet Championship,22,NA,0.9241344672188432,0.2860959767342753
Peter Uihlein,5e-4,0.0345,0.122,0.407,Fortinet Championship,47,NA,0.2662241677087391,0.2198733604318
Scott Brown,5e-4,0.01,0.0745,0.3285,Fortinet Championship,NA,NA,-0.12852201199732333,-0.02766256388145
Sean O'Hair,5e-4,0.0205,0.0895,0.3165,Fortinet Championship,58,NA,0.00306004790469746,-0.008700068075000003
Seung-Yul Noh,5e-4,0.0245,0.0975,0.3325,Fortinet Championship,NA,NA,-0.3916861318013649,-0.005291872517556083
Vaughn Taylor,5e-4,0.011,0.064,0.3345,Fortinet Championship,58,NA,0.00306004790469746,0.048186412046
Aaron Baddeley,0,0.015,0.0845,0.3825,Fortinet Championship,36,NA,0.5293882875127807,0.114148370263
Austin Cook,0,0.0315,0.123,0.406,Fortinet Championship,11,NA,1.1872985870228847,0.20632269457212501
Beau Hossler,0,0.0105,0.065,0.306,Fortinet Championship,16,NA,1.0557165271208635,-0.0851126653182
Bill Haas,0,0.024,0.1025,0.407,Fortinet Championship,NA,NA,-0.12852201199732333,0.13677804068632057
D.J. Trahan,0,0.011,0.065,0.312,Fortinet Championship,NA,NA,-1.4443426110175313,-0.046017557463950004
Jamie Lovemark,0,5e-4,0.0055,0.087,Fortinet Championship,NA,NA,-0.3916861318013649,-0.57282424310805
Jason Dufner,0,0.011,0.0945,0.4025,Fortinet Championship,42,NA,0.39780622761075984,0.1600850235195
Jonathan Byrd,0,0.022,0.0935,0.3725,Fortinet Championship,NA,NA,-0.3916861318013649,0.0957861931107
Kelly Kraft,0,0.017,0.0705,0.256,Fortinet Championship,NA,NA,-0.3916861318013649,-0.21745901249438768
Kevin Stadler,0,5e-4,0.006,0.0655,Fortinet Championship,NA,NA,-1.1811784912134895,-1.0449134352098277
Kevin Tway,0,0.0025,0.015,0.172,Fortinet Championship,30,NA,0.6609703474148014,-0.35409630433976447
Kiradech Aphibarnrat,0,0.007,0.0445,0.2345,Fortinet Championship,NA,NA,-1.1811784912134895,-0.21602315678812695
Kristoffer Ventura,0,0.0075,0.0425,0.204,Fortinet Championship,NA,NA,-0.12852201199732333,-0.36582736209705
Kurt Kitayama,0,0.0075,0.0295,0.167,Fortinet Championship,NA,NA,-0.918014371409448,-0.45724916350380657
Mark Hubbard,0,0.023,0.107,0.4345,Fortinet Championship,16,NA,1.0557165271208635,0.19893292231425752
Martin Trainer,0,0.0105,0.038,0.173,Fortinet Championship,NA,NA,0.13464210780671826,-0.5146194436456945
Michael Kim,0,0.005,0.0195,0.1035,Fortinet Championship,NA,NA,-1.4443426110175313,-0.6857212322942
Nick Watney,0,0.001,0.005,0.057,Fortinet Championship,30,NA,0.6609703474148014,-0.8396059323783293
Ryan Moore,0,0.0275,0.1065,0.3915,Fortinet Championship,NA,NA,-0.12852201199732333,0.13969363317524108
Sung Kang,0,0.0055,0.0265,0.168,Fortinet Championship,47,NA,0.2662241677087391,-0.4996273673787537
Tyler Duncan,0,0.0145,0.073,0.313,Fortinet Championship,NA,NA,0.13464210780671826,-0.03136762419188774
William McGirt,0,0,0.0095,0.119,Fortinet Championship,NA,NA,-0.12852201199732333,-0.4824233220738114
Kyoung-Hoon Lee,0.07,0.3025,0.4795,0.705,Sanderson Farms Championship,NA,1,-0.250132014784529,1.125216312471929
Sam Burns,0.058,0.3135,0.5115,0.7315,Sanderson Farms Championship,1,2,1.7786066980133186,1.2173671479066572
Charley Hoffman,0.052,0.305,0.5165,0.7405,Sanderson Farms Championship,39,3,0.5388219290813006,1.1764399647104231
David Lipsky,0.043,0.2565,0.4825,0.7415,Sanderson Farms Championship,NA,4,-0.7009628398507174,1.0618161828966
Corey Conners,0.034,0.297,0.514,0.7585,Sanderson Farms Championship,17,5,1.102360460414036,1.179285948913753
Will Zalatoris,0.0335,0.3635,0.6295,0.845,Sanderson Farms Championship,14,6,1.2150681666805832,1.3145454085155777
Matthew Wolff,0.032,0.134,0.228,0.4335,Sanderson Farms Championship,17,7,1.102360460414036,0.3416064928306659
Davis Thompson,0.03,0.1255,0.2415,0.447,Sanderson Farms Championship,35,8,0.6515296353478477,0.3740955659355
Matt Wallace,0.03,0.2345,0.446,0.6975,Sanderson Farms Championship,NA,9,-1.1517936649169058,0.9965536483910311
Si Woo Kim,0.03,0.192,0.36,0.599,Sanderson Farms Championship,8,10,1.4404835792136772,0.7820899512345247
Vincent Whaley,0.028,0.1485,0.321,0.6115,Sanderson Farms Championship,65,11,-0.13742430851798196,0.70028767524355
Aaron Wise,0.027,0.1695,0.352,0.6115,Sanderson Farms Championship,26,12,0.9896527541474888,0.7500077142313324
Cameron Tringale,0.024,0.243,0.492,0.7465,Sanderson Farms Championship,11,13,1.32777587294713,1.0544354997829568
DawieÊvanÊderÊWalt,0.024,0.159,0.3255,0.583,Sanderson Farms Championship,NA,14,0.2006988102816593,0.650647970773923
Patton Kizzire,0.023,0.225,0.421,0.673,Sanderson Farms Championship,NA,15,-0.9263782523838116,0.9617509906136069
Brandon Wu,0.0195,0.1145,0.2175,0.4375,Sanderson Farms Championship,NA,16,0.2006988102816593,0.2643066001941026
MitoÊPereira,0.0195,0.075,0.1525,0.3405,Sanderson Farms Championship,31,17,0.7642373416143947,0.002884474494673862
GreysonÊSigg,0.019,0.127,0.267,0.508,Sanderson Farms Championship,NA,18,-1.37720907745,0.42942371709697674
Chris Kirk,0.017,0.189,0.4325,0.718,Sanderson Farms Championship,35,19,0.6515296353478477,0.984021560772
Seamus Power,0.0155,0.1565,0.3785,0.665,Sanderson Farms Championship,NA,20,-0.250132014784529,0.8279482326625968
Cameron Davis,0.0145,0.14,0.365,0.6485,Sanderson Farms Championship,NA,21,-1.1517936649169058,0.8080996061398144
Doug Ghim,0.0145,0.1465,0.346,0.636,Sanderson Farms Championship,58,22,0.08799110401511222,0.7463185526048522
TaylorÊPendrith,0.014,0.132,0.3065,0.608,Sanderson Farms Championship,39,23,0.5388219290813006,0.6575103609918004
NickÊHardy,0.0135,0.1805,0.4085,0.7195,Sanderson Farms Championship,26,24,0.9896527541474888,0.8891171546015
Brendan Steele,0.013,0.143,0.3395,0.628,Sanderson Farms Championship,17,25,1.102360460414036,0.800792648768678
Nate Lashley,0.0125,0.086,0.2145,0.446,Sanderson Farms Championship,17,26,1.102360460414036,0.37037864077758803
Doc Redman,0.012,0.145,0.3365,0.6145,Sanderson Farms Championship,56,27,0.2006988102816593,0.6935720457498717
Emiliano Grillo,0.0115,0.2145,0.474,0.766,Sanderson Farms Championship,39,28,0.5388219290813006,1.0288325122214348
Kevin Streelman,0.011,0.1435,0.3485,0.655,Sanderson Farms Championship,31,29,0.7642373416143947,0.78347723804195335
Kyle Reifers,0.0105,0.076,0.1645,0.3775,Sanderson Farms Championship,35,30,0.6515296353478477,0.0907121960871
Adam Svensson,0.01,0.075,0.179,0.4165,Sanderson Farms Championship,NA,31,-0.4755474273176232,0.24558979699766695
Carlos Ortiz,0.01,0.1485,0.3355,0.616,Sanderson Farms Championship,NA,32,-0.250132014784529,0.7156732990381481
Keith Mitchell,0.01,0.1125,0.26,0.5215,Sanderson Farms Championship,NA,33,-0.7009628398507174,0.535060718857455
Brendon Todd,0.009,0.124,0.287,0.5645,Sanderson Farms Championship,NA,34,-0.250132014784529,0.61773724276665
Gary Woodland,0.0085,0.1495,0.3505,0.648,Sanderson Farms Championship,NA,35,0.2006988102816593,0.7779696454165
Cody Gribble,0.007,0.0515,0.1145,0.258,Sanderson Farms Championship,NA,36,-1.37720907745,-0.3063356321886
Matthias Schwab,0.007,0.0445,0.1165,0.3095,Sanderson Farms Championship,NA,37,0.2006988102816593,-0.11259494903185001
Ryan Armour,0.007,0.098,0.2565,0.539,Sanderson Farms Championship,NA,38,-0.4755474273176232,0.5276816375695
Sergio Garcia,0.007,0.1055,0.2805,0.5635,Sanderson Farms Championship,NA,39,0.2006988102816593,0.591001721707
Andy Ogletree,0.0065,0.0545,0.1285,0.3105,Sanderson Farms Championship,51,40,0.3134065165482064,-0.16795500233969998
John Augenstein,0.006,0.046,0.1255,0.297,Sanderson Farms Championship,NA,41,-0.9263782523838116,-0.1793106981915
Joseph Bramlett,0.006,0.11,0.274,0.5975,Sanderson Farms Championship,58,42,0.08799110401511222,0.6588001641916317
Lucas Herbert,0.006,0.0635,0.1725,0.4365,Sanderson Farms Championship,NA,43,-0.4755474273176232,0.2667682319077
Michael Thompson,0.006,0.1125,0.2775,0.575,Sanderson Farms Championship,51,44,0.3134065165482064,0.5874651051134453
Sam Ryder,0.006,0.0875,0.2705,0.5485,Sanderson Farms Championship,51,45,0.3134065165482064,0.5366547046743444
Seth Reeves,0.006,0.0295,0.0735,0.206,Sanderson Farms Championship,8,46,1.4404835792136772,-0.5396128729570437
